ID,Call Failure,Complains,Subscription  Length,Charge Amount,Seconds of Use,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
2341,13,no,30,0,880,33,21,12,2,pre-paid,not-active,25,135.585,yes
2342,2,no,29,0,1005,18,32,8,4,pre-paid,not-active,45,105.575,yes
2343,12,no,28,0,1405,40,30,18,2,pre-paid,active,25,200.025,yes
2344,4,no,28,0,3405,69,19,28,3,pre-paid,active,30,214.96,yes
2345,4,no,21,0,1875,34,39,19,2,pre-paid,active,25,261.405,yes
2346,18,no,20,1,6573,149,96,47,2,post-paid,active,25,734.49,yes
2347,14,no,18,0,9113,179,84,45,4,pre-paid,active,45,442.3,yes
2348,10,no,19,3,3033,53,42,24,3,pre-paid,active,30,291.44,yes
2349,4,no,12,1,4570,48,226,15,3,pre-paid,active,30,1088.72,yes
2350,5,no,12,1,1668,27,11,12,3,pre-paid,active,30,111.8,no
2351,6,no,35,0,4190,63,0,12,3,pre-paid,active,30,170.12,yes
2352,0,no,36,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2353,8,no,34,0,2273,52,348,19,3,pre-paid,active,30,1485,yes
2354,8,no,35,0,4018,58,0,30,1,pre-paid,active,15,224.18,yes
2355,1,no,35,0,2213,50,0,28,1,pre-paid,active,15,124.465,yes
2356,9,no,35,1,3595,74,21,23,3,pre-paid,active,30,230.76,yes
2357,2,no,35,0,2180,31,274,13,3,pre-paid,active,30,1184.44,yes
2358,11,no,34,2,8935,113,133,38,3,pre-paid,active,30,893.92,yes
2359,5,no,35,0,13593,161,0,39,3,pre-paid,active,30,550.16,yes
2360,5,no,35,1,4335,75,0,20,3,pre-paid,active,30,176.4,yes
2361,4,no,35,0,5738,87,0,7,3,pre-paid,active,30,233,yes
2362,7,no,35,0,2058,46,0,12,3,pre-paid,not-active,30,84.16,yes
2363,23,no,35,3,14960,217,43,27,3,pre-paid,active,30,779.08,yes
2364,2,no,35,1,2915,19,472,3,3,pre-paid,active,30,2005.36,yes
2365,7,no,34,0,15305,174,139,25,2,pre-paid,active,25,1322.055,yes
2366,1,no,34,1,6320,78,175,21,3,pre-paid,active,30,955.92,yes
2367,0,no,34,0,695,6,0,6,2,pre-paid,not-active,25,31.545,yes
2368,0,no,35,0,530,6,2,3,3,pre-paid,not-active,30,29.44,yes
2369,0,yes,34,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2370,1,no,34,0,7328,119,373,38,2,pre-paid,active,25,2013.615,yes
2371,5,no,34,1,11285,146,0,42,4,pre-paid,active,45,285.775,yes
2372,6,no,34,1,6538,67,97,32,2,pre-paid,active,25,733.725,yes
2373,21,yes,30,0,775,39,5,12,2,pre-paid,not-active,25,59.13,no
2374,19,no,33,8,10255,85,0,37,5,pre-paid,active,55,155.1,yes
2375,11,yes,33,1,5638,90,15,19,2,pre-paid,active,25,325.26,no
2376,0,no,31,0,2660,14,0,9,3,pre-paid,active,30,106.96,yes
2377,7,no,32,0,2810,33,0,11,3,pre-paid,not-active,30,113.72,no
2378,7,yes,33,0,2088,36,23,26,3,pre-paid,not-active,30,176.96,no
2379,0,no,33,0,0,0,0,0,3,pre-paid,not-active,30,0,no
2380,0,no,33,0,1488,17,0,1,3,pre-paid,active,30,60.2,yes
2381,1,no,30,1,6605,89,3,17,5,pre-paid,active,55,104.91,yes
2382,0,no,33,0,0,0,0,0,4,pre-paid,not-active,45,0,no
2383,0,no,33,0,0,0,0,0,5,pre-paid,active,55,0,yes
2384,23,no,28,3,15895,230,0,75,2,pre-paid,active,25,725.625,yes
2385,4,no,31,3,6785,108,260,28,2,post-paid,active,25,1480.185,yes
2386,0,no,33,0,3538,74,0,23,2,pre-paid,active,25,162.54,yes
2387,1,no,32,0,1485,36,27,15,3,pre-paid,not-active,30,168.84,yes
2388,4,no,33,0,2600,45,164,18,2,pre-paid,active,25,857.025,yes
2389,2,no,24,1,1135,28,182,6,2,post-paid,active,25,871.335,yes
2390,2,no,23,0,1388,31,19,63,4,pre-paid,active,45,82.975,yes
2391,9,no,24,0,520,17,0,2,2,pre-paid,not-active,25,24.165,yes
2392,0,no,23,0,0,0,10,0,4,pre-paid,not-active,45,25,yes
2393,8,no,22,0,1045,24,8,8,2,pre-paid,active,25,84.105,yes
2394,0,no,22,0,3045,53,0,18,3,pre-paid,active,30,123.92,yes
2395,0,no,15,0,1515,18,17,9,2,pre-paid,active,25,145.485,yes
2396,14,no,14,1,6213,133,74,37,2,post-paid,active,25,618.57,yes
2397,10,no,12,0,8753,163,62,35,4,pre-paid,active,45,377.9,yes
2398,6,no,13,3,2673,37,20,14,3,pre-paid,active,30,188.4,yes
2399,0,no,6,1,4210,32,204,5,3,pre-paid,active,30,985.68,yes
2400,1,no,6,1,1308,11,0,2,3,pre-paid,active,30,52.76,no
2401,12,no,38,2,4970,81,26,32,3,pre-paid,active,30,306.04,yes
2402,4,no,39,0,918,15,28,19,3,pre-paid,not-active,30,149.32,yes
2403,14,no,37,2,3053,70,380,39,3,pre-paid,active,30,1644.92,yes
2404,14,no,38,2,4798,76,22,50,1,pre-paid,active,15,389.07,yes
2405,7,no,38,2,2993,68,23,48,2,pre-paid,active,25,241.245,yes
2406,15,no,38,3,4375,92,53,43,3,pre-paid,active,30,390.68,yes
2407,8,no,38,2,2960,49,306,33,3,pre-paid,active,30,1344.36,yes
2408,17,no,37,4,9715,131,165,58,3,post-paid,active,30,1053.84,yes
2409,11,no,38,2,14373,179,21,59,3,pre-paid,active,30,666.08,yes
2410,11,no,38,3,5115,93,23,40,3,pre-paid,active,30,300.32,yes
2411,10,no,38,2,6518,105,28,27,3,pre-paid,active,30,376.92,yes
2412,13,no,38,0,2838,64,29,32,3,pre-paid,not-active,30,232.08,yes
2413,29,no,38,5,15740,235,75,47,3,pre-paid,active,30,939,yes
2414,8,no,38,3,3695,37,504,23,3,pre-paid,active,30,2165.28,yes
2415,13,no,37,2,16085,192,171,45,2,pre-paid,active,25,1501.965,yes
2416,7,no,37,3,7100,96,207,41,3,pre-paid,active,30,1115.84,yes
2417,4,no,37,0,1475,24,21,26,2,pre-paid,not-active,25,161.955,yes
2418,6,no,38,0,1310,24,34,23,3,pre-paid,not-active,30,189.36,yes
2419,4,no,37,0,600,10,21,15,2,pre-paid,not-active,25,121.95,no
2420,7,no,37,2,8108,137,405,58,3,pre-paid,active,30,1949.8,yes
2421,11,no,37,3,12065,164,32,62,4,pre-paid,active,45,385.725,yes
2422,12,no,37,3,7318,85,129,52,2,pre-paid,active,25,913.635,yes
2423,27,yes,33,0,1555,57,37,32,3,pre-paid,not-active,30,212.48,no
2424,25,no,36,10,11035,103,22,57,5,post-paid,active,55,200.07,yes
2425,17,no,36,3,6418,108,47,39,2,pre-paid,active,25,505.17,yes
2426,5,no,34,2,3440,32,21,29,3,pre-paid,active,30,222.88,yes
2427,13,yes,35,0,3590,51,30,31,3,pre-paid,not-active,30,265.64,no
2428,13,yes,36,0,2868,54,55,46,3,pre-paid,not-active,30,336.88,no
2429,4,no,36,0,733,12,21,17,3,pre-paid,not-active,30,113.8,no
2430,5,no,36,2,2268,35,21,21,4,pre-paid,active,45,110.075,yes
2431,7,no,33,3,7385,107,35,37,5,pre-paid,active,55,164.88,yes
2432,4,no,36,0,1228,17,30,19,4,pre-paid,not-active,45,106.125,no
2433,4,no,36,3,938,14,25,17,5,pre-paid,active,55,51.78,yes
2434,29,no,31,5,16675,248,21,95,2,pre-paid,active,25,856.035,yes
2435,10,no,34,5,7565,126,292,48,2,post-paid,active,25,1660.095,yes
2436,6,no,36,2,4318,92,23,43,3,pre-paid,active,30,268.4,yes
2437,7,yes,35,0,2265,54,59,35,3,pre-paid,not-active,30,328.76,no
2438,10,no,36,2,3380,63,196,38,2,pre-paid,active,25,1036.935,yes
2439,8,no,27,3,1915,46,214,26,2,post-paid,active,25,1051.245,yes
2440,8,no,26,2,2168,49,51,83,4,pre-paid,active,45,182.925,yes
2441,15,no,27,0,1300,35,31,22,3,pre-paid,not-active,30,177.4,yes
2442,4,no,26,0,1425,20,42,18,4,pre-paid,not-active,45,141.125,yes
2443,14,no,25,2,1825,42,40,28,2,pre-paid,active,25,264.015,yes
2444,6,no,25,2,3825,71,29,38,3,pre-paid,active,30,271.84,yes
2445,6,no,18,2,2295,36,49,29,2,pre-paid,active,25,325.395,yes
2446,20,no,17,3,6993,151,106,57,2,post-paid,active,25,798.48,yes
2447,16,no,15,2,9533,181,94,55,5,pre-paid,active,55,286.71,yes
2448,12,no,16,5,3453,55,52,34,3,pre-paid,active,30,348.32,yes
2449,6,no,9,3,4990,50,236,25,3,pre-paid,active,30,1145.6,yes
2450,7,yes,9,3,2088,29,21,22,3,pre-paid,active,30,168.68,no
2451,4,no,38,0,3770,61,0,2,2,pre-paid,active,25,172.395,yes
2452,0,no,39,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2453,6,no,37,0,1853,50,338,9,2,pre-paid,active,25,1606.635,yes
2454,6,no,38,0,3598,56,0,20,1,pre-paid,active,15,200.97,yes
2455,0,no,38,0,1793,48,0,18,1,pre-paid,active,15,101.255,yes
2456,7,no,38,0,3175,72,11,13,3,pre-paid,active,30,173.88,yes
2457,0,no,38,0,1760,29,264,3,3,pre-paid,active,30,1127.56,yes
2458,9,no,37,0,8515,111,123,28,3,pre-paid,active,30,837.04,yes
2459,3,no,38,0,13173,159,0,29,3,pre-paid,active,30,533.28,yes
2460,3,no,38,0,3915,73,0,10,3,pre-paid,active,30,159.52,yes
2461,2,no,38,0,5318,85,0,15,2,pre-paid,active,25,243.135,yes
2462,5,no,38,0,1638,44,0,2,3,pre-paid,not-active,30,67.28,yes
2463,21,no,38,1,14540,215,33,17,3,pre-paid,active,30,722.2,yes
2464,0,no,38,0,2495,17,462,7,3,pre-paid,active,30,1948.48,yes
2465,5,no,37,0,14885,172,129,15,2,pre-paid,active,25,1258.065,yes
2466,0,no,37,0,5900,76,165,11,3,pre-paid,active,30,899.04,yes
2467,0,no,37,0,275,4,0,1,2,pre-paid,not-active,25,12.555,yes
2468,0,no,38,0,110,4,0,1,2,pre-paid,not-active,25,5.13,yes
2469,0,no,37,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2470,0,no,37,0,6908,117,363,28,2,pre-paid,active,25,1949.625,yes
2471,3,no,37,0,10865,144,0,32,3,pre-paid,active,30,440.36,yes
2472,4,no,37,0,6118,65,87,22,2,pre-paid,active,25,669.735,yes
2473,19,no,33,0,355,37,0,2,2,pre-paid,not-active,25,17.64,no
2474,17,no,36,6,9835,83,0,27,4,pre-paid,active,45,247.95,yes
2475,9,yes,36,0,5218,88,5,9,2,pre-paid,active,25,261.27,no
2476,0,no,34,0,2240,12,0,4,3,pre-paid,active,30,90.08,yes
2477,5,no,35,0,2390,31,0,1,3,pre-paid,not-active,30,96.84,no
2478,5,no,36,0,1668,34,13,16,3,pre-paid,not-active,30,120.08,no
2479,0,no,36,0,0,0,0,0,3,pre-paid,not-active,30,0,no
2480,0,no,36,0,1068,15,0,3,3,pre-paid,active,30,43.32,yes
2481,0,no,33,0,6185,87,0,7,4,pre-paid,active,45,156.8,yes
2482,0,no,36,0,0,0,0,0,4,pre-paid,not-active,45,0,no
2483,0,no,36,0,0,0,0,0,5,pre-paid,active,55,0,yes
2484,21,no,31,1,15475,228,0,65,2,pre-paid,active,25,706.635,yes
2485,2,no,34,1,6365,106,250,18,2,post-paid,active,25,1416.195,yes
2486,0,no,36,0,3118,72,0,13,2,pre-paid,active,25,143.55,yes
2487,0,no,35,0,1065,34,17,5,3,pre-paid,not-active,30,111.96,yes
2488,2,no,36,0,2180,43,154,8,2,pre-paid,active,25,793.035,yes
2489,0,no,27,0,715,26,172,1,2,post-paid,active,25,807.345,yes
2490,0,no,26,0,968,29,9,53,4,pre-paid,active,45,47.425,yes
2491,7,no,27,0,100,15,0,3,2,pre-paid,not-active,25,5.175,yes
2492,0,no,26,0,0,0,0,0,4,pre-paid,not-active,45,0,yes
2493,6,no,25,0,625,22,0,2,2,pre-paid,active,25,29.115,yes
2494,0,no,25,0,2625,51,0,8,3,pre-paid,active,30,107.04,yes
2495,0,no,18,0,1095,16,7,6,2,pre-paid,active,25,81.495,yes
2496,12,no,17,0,5793,131,64,27,1,post-paid,active,15,677.82,yes
2497,8,no,15,0,8333,161,52,25,4,pre-paid,active,45,342.35,yes
2498,4,no,16,1,2253,35,10,4,3,pre-paid,active,30,131.52,yes
2499,0,no,9,0,3790,30,194,23,3,pre-paid,active,30,928.8,yes
2500,0,yes,9,0,888,9,0,3,3,pre-paid,active,30,35.88,no
2501,8,no,39,1,4485,77,37,21,3,pre-paid,active,30,330.48,yes
2502,0,no,40,0,433,11,39,8,3,pre-paid,not-active,30,173.76,yes
2503,10,no,38,1,2568,66,391,28,3,pre-paid,active,30,1669.36,yes
2504,10,no,39,1,4313,72,33,39,1,pre-paid,active,15,422.675,yes
2505,3,no,39,1,2508,64,34,37,2,pre-paid,active,25,268.74,yes
2506,11,no,39,2,3890,88,64,32,3,pre-paid,active,30,415.12,yes
2507,4,no,39,1,2475,45,317,22,4,pre-paid,active,45,855.5,yes
2508,13,no,38,3,9230,127,176,47,3,pre-paid,active,30,1078.28,yes
2509,7,no,39,1,13888,175,32,48,3,pre-paid,active,30,690.52,yes
2510,7,no,39,2,4630,89,34,29,3,pre-paid,active,30,324.76,yes
2511,6,no,39,1,6033,101,39,16,3,pre-paid,active,30,401.36,yes
2512,9,yes,39,0,2353,60,40,21,3,pre-paid,not-active,30,256.52,yes
2513,25,no,39,4,15255,231,86,36,3,pre-paid,active,30,963.44,yes
2514,4,no,39,2,3210,33,515,12,4,pre-paid,active,45,1368.575,yes
2515,9,no,38,1,15600,188,182,34,2,pre-paid,active,25,1529.46,yes
2516,3,no,38,2,6615,92,218,30,3,pre-paid,active,30,1140.28,yes
2517,0,no,38,0,990,20,32,15,2,pre-paid,not-active,25,189.45,yes
2518,2,no,39,0,825,20,45,12,3,pre-paid,not-active,30,213.8,yes
2519,0,no,38,0,115,6,32,4,2,pre-paid,not-active,25,149.445,no
2520,3,no,38,1,7623,133,416,47,3,pre-paid,active,30,1974.24,yes
2521,7,no,38,2,11580,160,43,51,4,pre-paid,active,45,401,yes
2522,8,no,38,2,6833,81,140,41,2,pre-paid,active,25,941.13,yes
2523,23,yes,34,0,1070,53,48,21,3,pre-paid,not-active,30,236.92,no
2524,21,no,37,9,10550,99,33,46,5,pre-paid,active,55,209.235,yes
2525,13,no,37,2,5933,104,58,28,3,pre-paid,active,30,473.48,yes
2526,1,no,35,1,2955,28,32,18,3,pre-paid,active,30,247.32,yes
2527,9,yes,36,0,3105,47,41,20,3,pre-paid,not-active,30,290.08,no
2528,9,no,37,0,2383,50,66,35,4,pre-paid,not-active,45,225.825,no
2529,0,no,37,0,248,8,32,6,3,pre-paid,not-active,30,138.24,no
2530,1,no,37,1,1783,31,32,10,4,pre-paid,active,45,125.35,yes
2531,3,no,34,2,6900,103,46,26,5,pre-paid,active,55,174.045,yes
2532,0,no,37,0,743,13,41,8,4,pre-paid,not-active,45,121.4,no
2533,0,no,37,2,453,10,36,6,5,pre-paid,active,55,60.945,yes
2534,25,no,32,4,16190,244,32,84,2,post-paid,active,25,883.53,yes
2535,6,no,35,4,7080,122,303,37,3,post-paid,active,30,1500.08,yes
2536,2,no,37,1,3833,88,34,32,3,pre-paid,active,30,292.84,yes
2537,3,no,36,0,1780,50,70,24,4,pre-paid,not-active,45,220.75,yes
2538,6,no,37,1,2895,59,207,27,2,pre-paid,active,25,1064.43,yes
2539,4,no,28,2,1430,42,225,15,3,post-paid,active,30,958.88,yes
2540,4,no,27,1,1683,45,62,72,5,pre-paid,active,55,118.92,yes
2541,11,no,28,0,815,31,42,11,3,pre-paid,not-active,30,201.84,yes
2542,0,no,27,0,940,16,53,7,4,pre-paid,not-active,45,156.4,yes
2543,10,no,26,1,1340,38,51,17,2,pre-paid,active,25,291.51,yes
2544,2,no,26,1,3340,67,40,27,3,pre-paid,active,30,296.28,yes
2545,2,no,19,1,1810,32,60,18,3,pre-paid,active,30,313.68,yes
2546,16,no,18,2,6508,147,117,46,2,post-paid,active,25,825.975,yes
2547,12,no,16,1,9048,177,105,44,5,pre-paid,active,55,295.875,yes
2548,8,no,17,4,2968,51,63,23,3,post-paid,active,30,372.76,yes
2549,2,no,10,2,4505,46,247,14,3,pre-paid,active,30,1170.04,yes
2550,0,no,5,0,4025,31,203,6,3,pre-paid,active,30,974.24,yes
2551,0,yes,5,0,1123,10,0,3,2,pre-paid,not-active,25,50.985,no
2552,4,no,40,0,4145,67,8,19,2,pre-paid,active,25,225.54,yes
2553,0,no,41,0,93,1,10,6,2,pre-paid,not-active,25,49.23,yes
2554,6,no,39,0,2228,56,362,26,2,pre-paid,active,25,1731.78,yes
2555,6,no,40,0,3973,62,4,37,2,pre-paid,active,25,199.575,yes
2556,0,no,40,0,2168,54,5,35,1,pre-paid,active,15,149.71,yes
2557,7,no,40,1,3550,78,35,30,3,pre-paid,active,30,285.12,yes
2558,0,no,40,0,2135,35,288,20,3,pre-paid,active,30,1238.8,yes
2559,9,no,39,2,8890,117,147,45,3,pre-paid,active,30,948.28,yes
2560,3,no,40,0,13548,165,3,46,3,pre-paid,active,30,560.52,yes
2561,3,no,40,1,4290,79,5,27,3,pre-paid,active,30,194.76,yes
2562,2,no,40,0,5693,91,10,14,2,pre-paid,active,25,305.28,yes
2563,5,no,40,0,2013,50,11,19,3,pre-paid,not-active,30,126.52,yes
2564,21,no,40,3,14915,221,57,34,3,pre-paid,active,30,833.44,yes
2565,0,no,40,1,2870,23,486,10,3,pre-paid,active,30,2059.72,yes
2566,5,no,39,0,15260,178,153,32,2,pre-paid,active,25,1383.21,yes
2567,0,no,39,1,6275,82,189,28,3,pre-paid,active,30,1010.28,yes
2568,0,no,39,0,650,10,3,13,2,pre-paid,not-active,25,43.2,yes
2569,0,no,40,0,485,10,16,10,2,pre-paid,not-active,25,94.275,yes
2570,0,no,39,0,0,0,3,0,2,pre-paid,not-active,25,13.5,no
2571,0,no,39,0,7283,123,387,45,2,pre-paid,active,25,2074.77,yes
2572,3,no,39,1,11240,150,14,49,3,pre-paid,active,30,511.6,yes
2573,4,no,39,1,6493,71,111,39,2,pre-paid,active,25,794.88,yes
2574,19,no,35,0,730,43,19,19,2,pre-paid,not-active,25,120.285,no
2575,17,no,38,8,10210,89,4,44,4,post-paid,active,45,267.475,yes
2576,9,no,38,1,5593,94,29,26,2,pre-paid,active,25,386.415,no
2577,0,no,36,0,2615,18,3,16,3,pre-paid,active,30,117.32,yes
2578,5,yes,37,0,2765,37,12,18,2,pre-paid,not-active,25,180.09,no
2579,5,no,38,0,2043,40,37,33,3,pre-paid,not-active,30,231.32,no
2580,0,no,38,0,0,0,3,0,3,pre-paid,not-active,30,12,no
2581,0,no,38,0,1443,21,3,8,3,pre-paid,active,30,70.56,yes
2582,0,no,35,1,6560,93,17,24,4,pre-paid,active,45,208.825,yes
2583,0,yes,38,0,403,3,12,6,4,pre-paid,not-active,45,40.15,no
2584,0,no,38,1,0,0,7,0,5,pre-paid,active,55,10.5,yes
2585,21,no,33,3,15850,234,3,82,2,pre-paid,active,25,737.28,yes
2586,2,no,36,3,6740,112,274,35,2,post-paid,active,25,1541.34,yes
2587,0,no,38,0,3493,78,5,30,2,pre-paid,active,25,183.195,yes
2588,0,no,37,0,1440,40,41,22,3,pre-paid,not-active,30,223.2,yes
2589,2,no,38,0,2555,49,178,25,2,pre-paid,active,25,918.18,yes
2590,0,no,29,1,1090,32,196,13,2,post-paid,active,25,932.49,yes
2591,0,no,28,0,1343,35,33,70,4,pre-paid,active,45,116.95,yes
2592,7,no,29,0,475,21,13,9,2,pre-paid,not-active,25,80.82,yes
2593,0,no,28,0,600,6,24,5,4,pre-paid,not-active,45,75.15,yes
2594,6,no,27,0,1000,28,22,15,2,pre-paid,active,25,145.26,yes
2595,0,no,27,0,3000,57,11,25,3,pre-paid,active,30,166.28,yes
2596,0,no,20,0,1470,22,31,16,2,pre-paid,active,25,206.64,yes
2597,12,no,19,1,6168,137,88,44,1,post-paid,active,15,830.775,yes
2598,8,no,17,0,8708,167,76,42,4,pre-paid,active,45,411.875,yes
2599,4,no,18,3,2628,41,34,21,3,pre-paid,active,30,242.76,yes
2600,0,no,11,1,4165,36,218,12,3,pre-paid,active,30,1040.04,yes
2601,0,yes,11,1,1263,15,3,9,3,pre-paid,active,30,63.12,no
2602,2,no,32,0,3985,63,0,11,2,pre-paid,active,25,182.16,yes
2603,0,no,33,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2604,4,no,31,0,2068,52,342,18,2,pre-paid,active,25,1634.4,yes
2605,4,no,32,0,3813,58,0,29,1,pre-paid,active,15,212.905,yes
2606,0,no,32,0,2008,50,0,27,1,pre-paid,active,15,113.19,yes
2607,5,no,32,0,3390,74,15,22,2,pre-paid,active,25,223.38,yes
2608,0,no,32,0,1975,31,268,12,3,pre-paid,active,30,1152.24,yes
2609,7,no,31,0,8730,113,127,37,3,pre-paid,active,30,861.72,yes
2610,1,no,32,0,13388,161,0,38,3,pre-paid,active,30,541.96,yes
2611,1,no,32,0,4130,75,0,19,3,pre-paid,active,30,168.2,yes
2612,0,no,32,0,5533,87,0,6,2,pre-paid,active,25,252.9,yes
2613,3,no,32,0,1853,46,0,11,3,pre-paid,not-active,30,75.96,yes
2614,19,no,32,1,14755,217,37,26,3,pre-paid,active,30,746.88,yes
2615,0,no,32,0,2710,19,466,2,3,pre-paid,active,30,1973.16,yes
2616,3,no,31,0,15100,174,133,24,2,pre-paid,active,25,1285.83,yes
2617,0,no,31,0,6115,78,169,20,3,pre-paid,active,30,923.72,yes
2618,0,no,31,0,490,6,0,5,2,pre-paid,not-active,25,22.32,yes
2619,0,no,32,0,325,6,0,2,2,pre-paid,not-active,25,14.895,yes
2620,0,no,31,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2621,0,no,31,0,7123,119,367,37,2,pre-paid,active,25,1977.39,yes
2622,1,no,31,0,11080,146,0,41,3,pre-paid,active,30,449.04,yes
2623,2,no,31,0,6333,67,91,31,2,pre-paid,active,25,697.5,yes
2624,17,no,27,0,570,39,0,11,2,pre-paid,not-active,25,27.405,no
2625,15,no,30,6,10050,85,0,36,4,pre-paid,active,45,253.375,yes
2626,7,no,30,0,5433,90,9,18,2,pre-paid,active,25,289.035,no
2627,0,no,28,0,2455,14,0,8,3,pre-paid,active,30,98.76,yes
2628,3,yes,29,0,2605,33,0,10,2,pre-paid,not-active,25,118.71,no
2629,3,no,30,0,1883,36,17,25,3,pre-paid,not-active,30,144.76,no
2630,0,no,30,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2631,0,no,30,0,1283,17,0,5,3,pre-paid,active,30,52,yes
2632,0,no,27,0,6400,89,0,16,4,pre-paid,active,45,162.225,yes
2633,0,yes,30,0,0,0,0,0,4,pre-paid,not-active,45,0,no
2634,0,no,30,0,0,0,0,0,4,pre-paid,active,45,0,yes
2635,19,no,25,1,15690,230,0,74,2,pre-paid,active,25,716.4,yes
2636,0,no,28,1,6580,108,254,27,2,post-paid,active,25,1443.96,yes
2637,0,no,30,0,3333,74,0,22,2,pre-paid,active,25,153.315,yes
2638,0,no,29,0,1280,36,21,14,3,pre-paid,not-active,30,136.64,yes
2639,0,no,30,0,2395,45,158,17,2,pre-paid,active,25,820.8,yes
2640,0,no,21,0,930,28,176,5,2,post-paid,active,25,835.11,yes
2641,0,no,20,0,1183,31,13,62,4,pre-paid,active,45,62.85,yes
2642,5,no,21,0,315,17,0,1,2,pre-paid,not-active,25,14.94,yes
2643,0,no,20,0,0,0,4,0,4,pre-paid,not-active,45,10,yes
2644,4,no,19,0,840,24,2,7,2,pre-paid,active,25,47.88,yes
2645,0,no,19,0,2840,53,0,17,3,pre-paid,active,30,115.72,yes
2646,0,no,12,0,1310,18,11,8,2,pre-paid,active,25,109.26,yes
2647,10,no,11,0,6008,133,68,36,1,post-paid,active,15,711.755,yes
2648,6,no,9,0,8548,163,56,34,4,pre-paid,active,45,357.775,yes
2649,2,no,10,1,2468,37,14,13,3,pre-paid,active,30,156.2,yes
2650,0,no,3,0,4005,32,198,4,3,pre-paid,active,30,953.48,yes
2651,0,no,3,0,1103,11,0,1,2,pre-paid,active,25,50.13,no
2652,8,no,42,0,4325,75,13,21,3,pre-paid,active,30,228,yes
2653,0,no,43,0,273,9,15,8,2,pre-paid,not-active,25,80.19,yes
2654,10,no,41,0,2408,64,367,28,3,pre-paid,active,30,1566.88,yes
2655,10,no,42,0,4153,70,9,39,1,pre-paid,active,15,281.765,yes
2656,3,no,42,0,2348,62,10,37,1,pre-paid,active,15,187.55,yes
2657,11,no,42,1,3730,86,40,32,3,pre-paid,active,30,312.64,yes
2658,4,no,42,0,2315,43,293,22,3,pre-paid,active,30,1266.32,yes
2659,13,no,41,2,9070,125,152,47,3,pre-paid,active,30,975.8,yes
2660,7,no,42,0,13728,173,8,48,3,pre-paid,active,30,588.04,yes
2661,7,no,42,1,4470,87,10,29,3,pre-paid,active,30,222.28,yes
2662,6,no,42,0,5873,99,15,16,3,pre-paid,active,30,298.88,yes
2663,9,yes,42,0,2193,58,16,21,3,pre-paid,not-active,30,154.04,yes
2664,25,no,42,3,15095,229,62,36,3,pre-paid,active,30,860.96,yes
2665,4,no,42,1,3050,31,491,12,3,pre-paid,active,30,2087.24,yes
2666,9,no,41,0,15440,186,158,34,2,pre-paid,active,25,1414.17,yes
2667,3,no,41,1,6455,90,194,30,3,pre-paid,active,30,1037.8,yes
2668,0,no,41,0,830,18,8,15,2,pre-paid,not-active,25,74.16,yes
2669,2,no,42,0,665,18,21,12,3,pre-paid,not-active,30,111.32,yes
2670,0,no,41,0,0,0,8,0,2,pre-paid,not-active,25,36,no
2671,3,no,41,0,7463,131,392,47,2,pre-paid,active,25,2105.73,yes
2672,7,no,41,1,11420,158,19,51,4,pre-paid,active,45,336.95,yes
2673,8,no,41,1,6673,79,116,41,2,pre-paid,active,25,825.84,yes
2674,23,yes,37,0,910,51,24,21,2,pre-paid,not-active,25,151.245,no
2675,21,yes,40,8,10390,97,9,46,5,post-paid,active,55,170.805,yes
2676,13,no,40,1,5773,102,34,28,2,pre-paid,active,25,417.375,yes
2677,1,no,38,0,2795,26,8,18,3,pre-paid,active,30,144.84,yes
2678,9,yes,39,0,2945,45,17,20,3,pre-paid,not-active,30,187.6,no
2679,9,no,40,0,2223,48,42,35,3,pre-paid,not-active,30,258.84,no
2680,0,no,40,0,88,6,8,6,3,pre-paid,not-active,30,35.76,no
2681,1,no,40,0,1623,29,8,10,3,pre-paid,active,30,98.08,yes
2682,3,no,37,1,6740,101,22,26,5,pre-paid,active,55,135.615,yes
2683,0,yes,40,0,583,11,17,8,4,pre-paid,not-active,45,57.35,no
2684,0,no,40,1,293,8,12,6,5,pre-paid,active,55,22.515,yes
2685,25,no,35,3,16030,242,8,84,2,pre-paid,active,25,768.24,yes
2686,6,no,38,3,6920,120,279,37,2,post-paid,active,25,1572.3,yes
2687,2,no,40,0,3673,86,10,32,2,pre-paid,active,25,214.155,yes
2688,3,no,39,0,1620,48,46,24,3,pre-paid,not-active,30,250.72,yes
2689,6,no,40,0,2735,57,183,27,2,pre-paid,active,25,949.14,yes
2690,4,no,31,1,1270,40,201,15,2,post-paid,active,25,963.45,yes
2691,4,no,30,0,1523,43,38,72,4,pre-paid,active,45,134.15,yes
2692,11,no,31,0,655,29,18,11,2,pre-paid,not-active,25,111.78,yes
2693,0,no,30,0,780,14,29,7,4,pre-paid,not-active,45,92.35,yes
2694,10,no,29,0,1180,36,27,17,2,pre-paid,active,25,176.22,yes
2695,2,no,29,0,3180,65,16,27,3,pre-paid,active,30,193.8,yes
